name,city,state,zip,url,street_address
Pullman Health Center,Pullman,WA,99163,https://www.plannedparenthood.org/health-center/washington/pullman/99163/pullman-health-center-2793-91850,"1525 SE King Drive, Pullman, WA 99163, USA"
Puyallup Health Center,Puyallup,WA,98373,https://www.plannedparenthood.org/health-center/washington/puyallup/98373/puyallup-health-center-2504-91810,"702-30th Ave SW, Puyallup, WA 98373, USA"
Central District Health Center,Seattle,WA,98122,https://www.plannedparenthood.org/health-center/washington/seattle/98122/central-district-health-center-3309-91810,"2001 E Madison, Seattle, WA 98122, USA"
Washington Virtual Health Center of PPGNHAIK,Seattle,WA,98122,https://www.plannedparenthood.org/health-center/washington/seattle/98122/washington-virtual-health-center-of-ppgnhaik-vc-21943-91810,
University District Health Center,Seattle,WA,98105,https://www.plannedparenthood.org/health-center/washington/seattle/98105/university-district-health-center-2532-91810,"5020 Roosevelt Way NE, Seattle, WA 98105, USA"
Northgate Health Center,Seattle,WA,98133,https://www.plannedparenthood.org/health-center/washington/seattle/98133/northgate-health-center-3975-91810,"1200 N. Northgate Way, Seattle, WA 98133, USA"
White Center Health Center,Seattle,WA,98106,https://www.plannedparenthood.org/health-center/washington/seattle/98106/white-center-health-center-4161-91810,"9942 8th Avenue SW, Seattle, WA 98106, USA"
Spokane Health Center,Spokane,WA,99207,https://www.plannedparenthood.org/health-center/washington/spokane/99207/spokane-health-center-2794-91850,"123 E. Indiana Ave., Spokane, WA 99207, USA"
Spokane Valley Health Center,Spokane Valley,WA,99206,https://www.plannedparenthood.org/health-center/washington/spokane-valley/99206/spokane-valley-health-center-2792-91850,"12104 E. Main Ave., Spokane Valley, WA 99206, USA"
Sunnyside Health Center,Sunnyside,WA,98944,https://www.plannedparenthood.org/health-center/washington/sunnyside/98944/sunnyside-health-center-2403-91850,"2934 Covey Ln, Sunnyside, WA 98944, USA"
Tacoma Health Center,Tacoma,WA,98405,https://www.plannedparenthood.org/health-center/washington/tacoma/98405/tacoma-health-center-4106-91810,"1515 Martin Luther King Jr. Way, Tacoma, WA 98405, USA"
PPCW Washington Telehealth,Vancouver,WA,98684,https://www.plannedparenthood.org/health-center/washington/vancouver/98684/ppcw-washington-telehealth-vc-10034-91400,
Vancouver Health Center,Vancouver,WA,98684,https://www.plannedparenthood.org/health-center/washington/vancouver/98684/vancouver-health-center-2455-91400,"11516 SE Mill Plain Blvd, Vancouver, WA 98684, USA"
Walla Walla Health Center,Walla Walla,WA,99362,https://www.plannedparenthood.org/health-center/washington/walla-walla/99362/walla-walla-health-center-2405-91850,228 W Birch Street Walla Walla WA 99362
Wenatchee Health Center,Wenatchee,WA,98801,https://www.plannedparenthood.org/health-center/washington/wenatchee/98801/wenatchee-health-center-4204-91850,609 Okanogan Ave Wenatchee WA 98801
Yakima Health Center,Yakima,WA,98902,https://www.plannedparenthood.org/health-center/washington/yakima/98902/yakima-health-center-3311-91850,"1117 Tieton Dr., Yakima, WA 98902, USA"
Vienna Health Center,Vienna,WV,26105,https://www.plannedparenthood.org/health-center/west-virginia/vienna/26105/vienna-health-center-2893-90860,"522 Grand Central Ave., Vienna, WV 26105, USA"
West Virginia Virtual Health Center,Vienna,WV,26105,https://www.plannedparenthood.org/health-center/west-virginia/vienna/26105/west-virginia-virtual-health-center-vc-21919-90860,
Appleton Central Health Center,Appleton,WI,54911,https://www.plannedparenthood.org/health-center/wisconsin/appleton/54911/appleton-central-health-center-2578-91860,"508 W Wisconsin Ave, Appleton, WI 54911, USA"
Eau Claire Health Center,Eau Claire,WI,54701,https://www.plannedparenthood.org/health-center/wisconsin/eau-claire/54701/eau-claire-health-center-2694-91860,"967 W. Clairemont Avenue, Eau Claire, WI 54701, USA"
Green Bay Health Center,Green Bay,WI,54304,https://www.plannedparenthood.org/health-center/wisconsin/green-bay/54304/centro-de-salud-green-bay-4024-91860,"2605 S. Oneida Street, Green Bay, WI 54304, USA"
Kenosha Health Center,Kenosha,WI,53142,https://www.plannedparenthood.org/health-center/wisconsin/kenosha/53142/kenosha-health-center-2903-91860,"3601 Roosevelt Road, Kenosha, WI 53142, USA"
La Crosse Health Center,La Crosse,WI,54603,https://www.plannedparenthood.org/health-center/wisconsin/la-crosse/54603/la-crosse-health-center-9001-91860,1201 Caledonia St. La Crosse WI 54603-2514
Madison East Health Center,Madison,WI,53704,https://www.plannedparenthood.org/health-center/wisconsin/madison/53704/madison-east-health-center-2733-91860,
Madison South Health Center,Madison,WI,53713,https://www.plannedparenthood.org/health-center/wisconsin/madison/53713/madison-south-health-center-3937-91860,"2222 S. Park Street, Madison, WI 53713, USA"
Manitowoc Health Center,Manitowoc,WI,54220,https://www.plannedparenthood.org/health-center/wisconsin/manitowoc/54220/manitowoc-health-center-2580-91860,"1100 South 30th Street, Manitowoc, WI 54220, USA"
Milwaukee - Capitol Drive Health Center,Milwaukee,WI,53212,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53212/milwaukee-capitol-drive-health-center-3488-91860,"801 East Capitol Drive, Milwaukee, WI 53212, USA"
Milwaukee-Northwest Health Center,Milwaukee,WI,53216,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53216/milwaukee-northwest-health-center-2823-91860,"5380 W Fond du Lac Avenue, Milwaukee, WI 53216, USA"
Milwaukee- Water Street Health Center,Milwaukee,WI,53204,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53204/milwaukee-water-street-health-center-4270-91860,"435 S Water Street, Milwaukee, WI 53204, USA"
Wisconsin Virtual Health Center,Milwaukee,WI,53202,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53202/wisconsin-virtual-health-center-vc-10040-91860,
Milwaukee - Mitchell Street Health Center,Milwaukee,WI,53204,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53204/centro-de-salud-milwaukee-mitchell-street-3490-91860,"1710 South 7th Street, Milwaukee, WI 53204, USA"
Milwaukee-Wisconsin Avenue Health Center,Milwaukee,WI,53233,https://www.plannedparenthood.org/health-center/wisconsin/milwaukee/53233/milwaukee-wisconsin-avenue-health-center-2819-91860,"2207 W. Wisconsin Ave, Milwaukee, WI 53233, USA"
Oshkosh Health Center,Oshkosh,WI,54902,https://www.plannedparenthood.org/health-center/wisconsin/oshkosh/54902/oshkosh-health-center-2583-91860,"378 S. Koeller St., Oshkosh, WI 54902, USA"
Racine Health Center,Racine,WI,53403,https://www.plannedparenthood.org/health-center/wisconsin/racine/53403/racine-health-center-2904-91860,"834 S Main Street, Racine, WI 53403, USA"
Sheboygan Health Center,Sheboygan,WI,53081,https://www.plannedparenthood.org/health-center/wisconsin/sheboygan/53081/sheboygan-health-center-4514-91860,
Waukesha Health Center,Waukesha,WI,53186,https://www.plannedparenthood.org/health-center/wisconsin/waukesha/53186/waukesha-health-center-2905-91860,"426 W Main Street, Waukesha, WI 53186, USA"
Milwaukee-Lincoln Plaza Health Center,West Allis,WI,53227,https://www.plannedparenthood.org/health-center/wisconsin/west-allis/53227/milwaukee-lincoln-plaza-health-center-2822-91860,"2239 S 108th Street, West Allis, WI 53227, USA"
